Chromosome,UniqueID,Gene Symbol,Sum of Exon Length of Gene,CD33Low_A,CD33Low_B,EpiDC_A,EpiDC_B,EpiDC_C,LCs_A,LCs_B,LCs_C,cDC2_A,cDC2_B,cDC2Lang_A,cDC2_C,cDC2Lang_B,cDC2Lang_C,cDC1_A,cDC1_B2,cDC1_C,MDDC_A,MDDC_B,MDDC_C,MDM_A,MDM_B,MDM_C,Mf_A,Mf_B,Mf_C
chr22,KDELR3_13556,KDELR3,1873,1.0,0.0,11.0,64.0,1.0,10.0,5.0,6.0,0.0,1.0,92.0,3.0,1.0,262.0,0.0,0.0,30.0,21.0,1.0,6.0,4.0,1.0,4.0,72.0,5.0,1.0
chr22,KIAA0930_13557,KIAA0930,6417,141.0,233.0,58.0,85.0,25.0,75.0,356.0,123.0,27.0,159.0,17.0,203.0,347.0,250.0,8.0,146.0,98.0,29.0,456.0,135.0,103.0,813.0,374.0,276.0,1103.0,573.0
chr22,KIAA1644_13558,KIAA1644,6741,8.0,0.0,3.0,0.0,2.0,9.0,2.0,4.0,2.0,2.0,0.0,0.0,11.0,1.0,0.0,8.0,3.0,6.0,10.0,4.0,4.0,3.0,126.0,13.0,2.0,14.0
chr22,KIAA1656_13559,KIAA1656,7605,0.0,0.0,40.0,1.0,0.0,3.0,76.0,0.0,31.0,20.0,0.0,0.0,64.0,4.0,0.0,0.0,9.0,0.0,5.0,49.0,0.0,0.0,0.0,0.0,367.0,0.0
chr22,KIAA1671_13560,KIAA1671,10494,17.0,2193.0,1234.0,250.0,2.0,13.0,223.0,19.0,8.0,109.0,7.0,7.0,14.0,582.0,3.0,23.0,43.0,8.0,19.0,22.0,17.0,17.0,23.0,30.0,25.0,89.0
chr22,KLHDC7B_13561,KLHDC7B,2991,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,1.0,180.0,0.0,0.0,89.0,0.0,32.0,1.0,0.0,0.0,13.0,17.0,0.0,2.0
chr22,KLHL22_13562,KLHL22,2616,40.0,0.0,0.0,163.0,608.0,94.0,82.0,73.0,102.0,6.0,0.0,0.0,189.0,0.0,8.0,0.0,148.0,53.0,251.0,0.0,209.0,149.0,47.0,139.0,153.0,466.0
chr22,KREMEN1_13563,KREMEN1,7479,740.0,127.0,405.0,200.0,403.0,437.0,517.0,675.0,471.0,547.0,361.0,497.0,350.0,621.0,301.0,607.0,578.0,385.0,701.0,836.0,493.0,693.0,807.0,942.0,971.0,1271.0
chr22,L3MBTL2_13564,L3MBTL2,3192,3.0,0.0,6.0,105.0,0.0,3.0,129.0,323.0,126.0,108.0,0.0,1.0,2.0,628.0,0.0,89.0,351.0,0.0,526.0,40.0,92.0,423.0,361.0,228.0,581.0,214.0
chr22,LARGE_13565,LARGE,4201,0.0,0.0,0.0,4.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,356.0,59.0
chr22,LDOC1L_13566,LDOC1L,5324,0.0,0.0,0.0,47.0,0.0,2.0,0.0,1.0,0.0,42.0,0.0,90.0,403.0,181.0,50.0,0.0,205.0,0.0,65.0,506.0,0.0,115.0,120.0,30.0,252.0,160.0
chr22,LGALS1_13567,LGALS1,558,2236.0,768.0,1074.0,6768.0,7189.0,2621.0,10465.0,9495.0,3758.0,10318.0,5604.0,12658.0,5048.0,7088.0,5209.0,4753.0,20133.0,4141.0,9242.0,8683.0,2814.0,4942.0,9158.0,5715.0,6616.0,8674.0
chr22,LGALS2_13568,LGALS2,528,0.0,0.0,549.0,2112.0,1323.0,28.0,335.0,152.0,717.0,2921.0,1614.0,1387.0,1690.0,2175.0,290.0,2135.0,897.0,634.0,2058.0,242.0,212.0,748.0,451.0,125.0,382.0,119.0
chr22,LIF_13569,LIF,3969,0.0,0.0,0.0,119.0,311.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,570.0,11.0,30.0,137.0,0.0,0.0,115.0,0.0,2.0,245.0,128.0
chr22,LIMK2_13570,LIMK2,4959,52.0,129.0,15.0,192.0,3.0,10.0,729.0,297.0,15.0,42.0,345.0,116.0,309.0,246.0,10.0,22.0,91.0,16.0,95.0,543.0,1.0,205.0,237.0,125.0,1130.0,182.0
chr22,LINC00229_13572,LINC00229,826,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LINC00634_13574,LINC00634,1506,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LMF2_13575,LMF2,2599,487.0,2.0,0.0,404.0,114.0,282.0,918.0,708.0,387.0,422.0,531.0,759.0,368.0,668.0,960.0,95.0,1015.0,228.0,949.0,613.0,432.0,1155.0,1164.0,289.0,1453.0,823.0
chr22,LOC100128531_13576,LOC100128531,973,32.0,13.0,48.0,9.0,17.0,33.0,36.0,57.0,41.0,41.0,29.0,17.0,36.0,14.0,30.0,52.0,17.0,28.0,66.0,64.0,15.0,61.0,31.0,63.0,36.0,80.0
chr22,LOC100128946_13577,LOC100128946,4015,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LOC100130899_13578,LOC100130899,4246,97.0,21.0,60.0,28.0,88.0,111.0,112.0,89.0,41.0,97.0,37.0,42.0,67.0,36.0,26.0,74.0,47.0,57.0,146.0,127.0,72.0,98.0,121.0,164.0,101.0,144.0
chr22,LOC100132273_13579,LOC100132273,1658,29.0,0.0,0.0,19.0,1.0,29.0,42.0,38.0,0.0,117.0,54.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,24.0,86.0,0.0,71.0,0.0
chr22,LOC100144603_13580,LOC100144603,627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
chr22,LOC100271722_13581,LOC100271722,1610,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,108.0,0.0,6.0,105.0,0.0
chr22,LOC100506195_13582,LOC100506195,2746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
chr22,LOC100506241_13583,LOC100506241,992,82.0,2.0,129.0,37.0,38.0,66.0,50.0,64.0,53.0,59.0,56.0,27.0,48.0,51.0,46.0,75.0,34.0,58.0,90.0,98.0,65.0,81.0,129.0,165.0,81.0,143.0
chr22,LOC100506472_13584,LOC100506472,3566,114.0,22.0,193.0,41.0,56.0,121.0,139.0,170.0,94.0,145.0,55.0,74.0,84.0,51.0,83.0,128.0,78.0,133.0,160.0,275.0,126.0,212.0,195.0,282.0,183.0,299.0
chr22,LOC100506714_13585,LOC100506714,1518,2.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,77.0,0.0,0.0,81.0,62.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,8.0,0.0
chr22,LOC150185_13587,LOC150185,710,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LOC150197_13588,LOC150197,2206,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0
chr22,LOC150381_13589,LOC150381,1635,1.0,0.0,0.0,3.0,0.0,9.0,7.0,22.0,1.0,6.0,11.0,5.0,8.0,0.0,0.0,0.0,7.0,7.0,89.0,8.0,1.0,28.0,1.0,14.0,8.0,7.0
chr22,LOC284865_13590,LOC284865,2227,139.0,33.0,128.0,74.0,94.0,137.0,127.0,133.0,106.0,141.0,72.0,131.0,91.0,103.0,52.0,145.0,125.0,117.0,219.0,279.0,120.0,175.0,190.0,268.0,138.0,223.0
chr22,LOC284889_13591,LOC284889,2192,1883.0,411.0,603.0,2198.0,1210.0,1252.0,5070.0,7040.0,1110.0,2079.0,2181.0,2509.0,1682.0,992.0,1198.0,1543.0,3665.0,1443.0,1678.0,1834.0,1113.0,1452.0,2455.0,1447.0,1540.0,2431.0
chr22,LOC284933_13592,LOC284933,1408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LOC339666_13593,LOC339666,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LOC388849_13594,LOC388849,633,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
chr22,LOC388906_13595,LOC388906,1242,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,LOC391322_13596,LOC391322,563,20.0,1.0,4.0,21.0,3.0,19.0,51.0,34.0,19.0,35.0,46.0,34.0,13.0,24.0,9.0,0.0,71.0,23.0,23.0,37.0,5.0,28.0,58.0,57.0,93.0,19.0
chr22,LOC400891_13597,LOC400891,5139,634.0,118.0,408.0,137.0,410.0,352.0,425.0,485.0,314.0,358.0,189.0,188.0,252.0,160.0,213.0,433.0,235.0,321.0,499.0,567.0,380.0,531.0,624.0,647.0,544.0,704.0
chr22,LOC400927_13598,LOC400927,494,14.0,0.0,0.0,18.0,0.0,5.0,33.0,17.0,0.0,17.0,1.0,24.0,0.0,0.0,0.0,0.0,23.0,1.0,23.0,1.0,0.0,21.0,47.0,12.0,20.0,12.0
chr22,LOC648691_13599,LOC648691,3105,49.0,6.0,57.0,12.0,7.0,30.0,44.0,37.0,29.0,30.0,15.0,5.0,23.0,12.0,24.0,36.0,17.0,29.0,19.0,43.0,31.0,18.0,29.0,88.0,40.0,62.0
chr22,LOC729444_13600,LOC729444,3186,307.0,102.0,410.0,103.0,126.0,428.0,85.0,111.0,166.0,135.0,57.0,80.0,140.0,55.0,127.0,327.0,121.0,123.0,211.0,288.0,100.0,146.0,238.0,153.0,118.0,270.0
chr22,LOC730668_13601,LOC730668,4162,5.0,1.0,8.0,2.0,11.0,17.0,5.0,8.0,5.0,6.0,3.0,11.0,5.0,4.0,6.0,4.0,2.0,5.0,12.0,12.0,1.0,11.0,38.0,11.0,11.0,22.0
chr22,LOC90834_13602,LOC90834,2421,440.0,132.0,404.0,417.0,530.0,386.0,385.0,469.0,485.0,794.0,398.0,543.0,475.0,604.0,266.0,643.0,976.0,442.0,983.0,989.0,469.0,700.0,712.0,937.0,613.0,768.0
chr22,LOC96610_13603,LOC96610,2011,48.0,0.0,65.0,53.0,0.0,132.0,277.0,338.0,74.0,173.0,153.0,167.0,22.0,525.0,0.0,136.0,213.0,332.0,145.0,140.0,44.0,177.0,242.0,191.0,36.0,173.0
chr22,LRP5L_13604,LRP5L,3998,0.0,1476.0,1.0,101.0,1.0,2.0,173.0,102.0,88.0,125.0,6.0,0.0,315.0,131.0,835.0,624.0,36.0,140.0,475.0,2.0,110.0,158.0,155.0,7.0,336.0,15.0
chr22,LZTR1_13605,LZTR1,4315,16.0,0.0,3.0,130.0,0.0,87.0,279.0,243.0,240.0,276.0,0.0,420.0,29.0,0.0,0.0,620.0,138.0,160.0,271.0,274.0,0.0,867.0,206.0,147.0,1272.0,474.0
chr22,MAFF_13606,MAFF,2530,2515.0,2607.0,412.0,15373.0,5381.0,8103.0,18154.0,24147.0,7392.0,13035.0,6342.0,12743.0,12919.0,10723.0,9093.0,3548.0,4481.0,8573.0,9749.0,7867.0,8452.0,1564.0,7307.0,3084.0,1947.0,6683.0
chr22,MAPK1_13607,MAPK1,6080,383.0,352.0,30.0,745.0,0.0,896.0,3278.0,1787.0,1291.0,1443.0,583.0,517.0,247.0,2370.0,0.0,42.0,1779.0,427.0,1698.0,683.0,844.0,1225.0,443.0,894.0,3261.0,1658.0
chr22,MAPK11_13608,MAPK11,2388,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,6.0,0.0,19.0,0.0,1852.0,0.0,0.0,0.0,30.0,14.0,0.0,11.0,0.0,3.0,14.0,0.0
chr22,MAPK12_13609,MAPK12,1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,98.0,1.0
chr22,MAPK8IP2_13610,MAPK8IP2,3453,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MB_13611,MB,1389,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
chr22,MCAT_13612,MCAT,2093,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.0,0.0,1.0,0.0,12.0,0.0,46.0,66.0,0.0,37.0,0.0,82.0,1.0,0.0,114.0,422.0,68.0,74.0,278.0
chr22,MCHR1_13613,MCHR1,2423,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MCM5_13614,MCM5,2546,8.0,0.0,1117.0,1773.0,1292.0,906.0,2616.0,2840.0,970.0,1586.0,936.0,1336.0,1650.0,2674.0,0.0,1076.0,4349.0,928.0,1967.0,451.0,1414.0,1046.0,732.0,482.0,1733.0,785.0
chr22,MED15_13615,MED15,3375,1097.0,123.0,19.0,761.0,37.0,1054.0,2571.0,2111.0,437.0,1362.0,160.0,1411.0,1335.0,3768.0,0.0,355.0,1261.0,726.0,1874.0,1032.0,804.0,1918.0,739.0,662.0,1924.0,2146.0
chr22,MEI1_13616,MEI1,4006,2.0,0.0,0.0,3.0,0.0,0.0,28.0,1.0,0.0,297.0,0.0,1.0,191.0,0.0,0.0,0.0,366.0,25.0,0.0,101.0,0.0,62.0,227.0,90.0,146.0,373.0
chr22,MFNG_13617,MFNG,2129,0.0,0.0,0.0,909.0,780.0,228.0,425.0,603.0,566.0,1334.0,11.0,415.0,678.0,769.0,0.0,838.0,664.0,673.0,787.0,252.0,626.0,973.0,265.0,328.0,1873.0,855.0
chr22,MGAT3_13618,MGAT3,5209,0.0,0.0,0.0,27.0,0.0,88.0,201.0,140.0,0.0,10.0,0.0,88.0,9.0,0.0,0.0,3.0,70.0,28.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0
chr22,MIAT_13619,MIAT,10182,0.0,0.0,0.0,3.0,0.0,14.0,1.0,0.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,8.0,10.0,45.0,0.0,17.0,344.0,6.0,1.0,182.0
chr22,MICAL3_13620,MICAL3,14775,411.0,719.0,436.0,180.0,394.0,472.0,654.0,456.0,483.0,475.0,238.0,295.0,268.0,438.0,261.0,497.0,334.0,533.0,628.0,623.0,334.0,717.0,556.0,736.0,711.0,861.0
chr22,MICALL1_13621,MICALL1,4495,14.0,0.0,1.0,68.0,0.0,243.0,137.0,248.0,259.0,110.0,9.0,807.0,45.0,534.0,0.0,9.0,441.0,266.0,31.0,538.0,6.0,1.0,626.0,109.0,91.0,127.0
chr22,MIF_13622,MIF,561,1868.0,412.0,603.0,2192.0,1208.0,1247.0,5051.0,7029.0,1108.0,2071.0,2162.0,2504.0,1682.0,993.0,1202.0,1543.0,3648.0,1437.0,1678.0,1834.0,1111.0,1444.0,2441.0,1447.0,1540.0,2422.0
chr22,MIOX_13623,MIOX,1437,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chr22,MIR1281_13625,MIR1281,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
chr22,MIR1306_13627,MIR1306,85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,2.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
chr22,MIR3198-1_13631,MIR3198-1,80,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,24.0,1.0,3.0,1.0,11.0,0.0,6.0,9.0
chr22,MIR3200_13634,MIR3200,85,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MIR3618_13637,MIR3618,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
chr22,MIR3619_13638,MIR3619,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
chr22,MIR3653_13639,MIR3653,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
chr22,MIR3909_13640,MIR3909,119,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MIR3928_13641,MIR3928,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
chr22,MIR4761_13644,MIR4761,82,3.0,20.0,0.0,5.0,0.0,4.0,17.0,19.0,4.0,24.0,4.0,9.0,9.0,13.0,5.0,4.0,17.0,1.0,26.0,14.0,7.0,25.0,24.0,9.0,34.0,25.0
chr22,MIR4762_13645,MIR4762,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MIR4763_13646,MIR4763,92,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MIR4766_13648,MIR4766,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MIR650_13651,MIR650,96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
chr22,MIR658_13652,MIR658,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
chr22,MIR659_13653,MIR659,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
chr22,MIRLET7A3_13654,MIRLET7A3,74,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MIRLET7B_13655,MIRLET7B,83,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MIRLET7BHG_13656,MIRLET7BHG,4717,943.0,121.0,371.0,189.0,1172.0,379.0,372.0,488.0,325.0,408.0,261.0,324.0,305.0,323.0,235.0,511.0,344.0,290.0,514.0,680.0,330.0,603.0,731.0,941.0,536.0,785.0
chr22,MKL1_13657,MKL1,4490,516.0,0.0,42.0,439.0,317.0,715.0,1785.0,1848.0,500.0,1072.0,94.0,1513.0,1562.0,3711.0,678.0,385.0,1336.0,323.0,1094.0,782.0,619.0,1823.0,1168.0,342.0,1939.0,773.0
chr22,MLC1_13658,MLC1,4174,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MMP11_13659,MMP11,2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
chr22,MN1_13660,MN1,7556,7.0,2.0,0.0,96.0,64.0,2.0,18.0,37.0,151.0,32.0,1.0,1167.0,11.0,433.0,0.0,44.0,1514.0,111.0,413.0,1608.0,92.0,10.0,83.0,20.0,8.0,122.0
chr22,MORC2-AS1_13661,MORC2-AS1,2133,0.0,0.0,0.0,192.0,0.0,280.0,239.0,130.0,0.0,186.0,8.0,129.0,3.0,573.0,0.0,0.0,148.0,104.0,101.0,0.0,398.0,96.0,215.0,45.0,127.0,149.0
chr22,MORC2_13662,MORC2,4467,20.0,0.0,18.0,1.0,1.0,0.0,208.0,84.0,2.0,48.0,850.0,39.0,434.0,1.0,1.0,2.0,25.0,78.0,87.0,3.0,3.0,145.0,334.0,127.0,7.0,247.0
chr22,MOV10L1_13663,MOV10L1,4309,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0
chr22,MPPED1_13664,MPPED1,2508,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr22,MPST_13665,MPST,1535,16.0,802.0,12.0,390.0,0.0,206.0,524.0,1047.0,129.0,902.0,168.0,601.0,676.0,691.0,13.0,18.0,612.0,38.0,574.0,245.0,96.0,292.0,375.0,263.0,467.0,455.0
chr22,MRPL40_13666,MRPL40,774,0.0,1213.0,0.0,344.0,487.0,60.0,215.0,388.0,34.0,392.0,213.0,119.0,176.0,504.0,0.0,190.0,179.0,212.0,581.0,2.0,176.0,495.0,420.0,274.0,250.0,594.0
chr22,MTFP1_13667,MTFP1,1278,283.0,0.0,0.0,238.0,0.0,122.0,286.0,256.0,0.0,143.0,0.0,616.0,70.0,1004.0,0.0,374.0,464.0,22.0,318.0,103.0,7.0,136.0,742.0,120.0,98.0,773.0
chr22,MTMR3_13668,MTMR3,9019,279.0,0.0,1339.0,458.0,45.0,319.0,1273.0,769.0,302.0,229.0,283.0,408.0,30.0,1417.0,0.0,597.0,420.0,369.0,1019.0,537.0,154.0,430.0,521.0,76.0,358.0,266.0
chr22,MYH9_13669,MYH9,7505,1566.0,6.0,1727.0,4440.0,1435.0,2814.0,8882.0,5465.0,1820.0,2465.0,1567.0,2669.0,4038.0,6035.0,4559.0,1353.0,4360.0,2398.0,6618.0,2967.0,1174.0,4404.0,2646.0,1040.0,6977.0,3362.0
chr22,MYO18B_13670,MYO18B,8565,4.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
chr22,NAGA_13671,NAGA,3726,81.0,0.0,85.0,3697.0,494.0,2087.0,6181.0,3546.0,1473.0,3272.0,1298.0,1867.0,3990.0,4744.0,3663.0,1161.0,2887.0,1131.0,4461.0,1246.0,3344.0,6047.0,4228.0,1438.0,5609.0,3402.0
chr22,NCAPH2_13672,NCAPH2,3790,1105.0,0.0,285.0,784.0,1.0,1092.0,1915.0,2225.0,546.0,990.0,710.0,2579.0,557.0,1463.0,648.0,386.0,2139.0,1056.0,929.0,920.0,1136.0,1659.0,2360.0,842.0,959.0,1027.0
chr22,NCF4_13673,NCF4,1643,79.0,0.0,5.0,646.0,0.0,149.0,1338.0,996.0,297.0,1235.0,290.0,843.0,593.0,405.0,0.0,15.0,480.0,354.0,2601.0,1076.0,1224.0,6523.0,4423.0,1772.0,6940.0,5333.0
chr22,NDUFA6_13674,NDUFA6,1184,779.0,654.0,1.0,560.0,2006.0,423.0,1295.0,2012.0,583.0,628.0,413.0,1981.0,387.0,1413.0,0.0,450.0,3251.0,475.0,595.0,1166.0,365.0,135.0,1147.0,378.0,328.0,1796.0
chr22,NEFH_13675,NEFH,3719,0.0,0.0,1.0,3.0,0.0,0.0,67.0,12.0,76.0,78.0,0.0,0.0,1.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,24.0,192.0,144.0
chr22,NF2_13676,NF2,6925,762.0,689.0,244.0,399.0,196.0,1009.0,928.0,1249.0,491.0,317.0,174.0,631.0,704.0,496.0,127.0,293.0,781.0,164.0,881.0,477.0,211.0,999.0,531.0,711.0,553.0,1066.0
chr22,NFAM1_13677,NFAM1,5604,63.0,46.0,41.0,846.0,40.0,627.0,1254.0,2036.0,801.0,690.0,38.0,592.0,655.0,1151.0,35.0,49.0,615.0,716.0,971.0,813.0,449.0,980.0,186.0,403.0,2144.0,1422.0
chr22,NHP2L1_13678,NHP2L1,1732,1352.0,0.0,2.0,1073.0,2527.0,1372.0,2057.0,2549.0,887.0,1883.0,712.0,1287.0,1758.0,1421.0,0.0,164.0,1911.0,833.0,2107.0,1892.0,620.0,1170.0,1375.0,782.0,1419.0,1863.0
chr22,NIPSNAP1_13679,NIPSNAP1,2236,517.0,0.0,0.0,110.0,0.0,0.0,268.0,25.0,0.0,363.0,0.0,0.0,280.0,0.0,0.0,0.0,129.0,0.0,204.0,0.0,183.0,123.0,6.0,23.0,376.0,0.0
